L:0,I:0,T:471,D:outofrange,Q:42,O:27,L:373,N:127
L:0,I:1,T:63,D:a_jeweled_shield,Q:0,O:0,L:0,N:0
L:0,I:2,T:12,D:a_black_sword,Q:12,O:16,L:64,N:148
L:0,I:3,T:4,D:a_shortsword,Q:40,O:18,L:928,N:879
L:0,I:4,T:397,D:a_set_variable_trap,Q:1,O:52,L:218,N:22
L:0,I:5,T:22,D:acid,Q:33,O:40,L:1019,N:521
L:0,I:6,T:307,D:a_book,Q:13,O:6,L:118,N:135
L:0,I:7,T:398,D:a_check_variable_trap,Q:9,O:6,L:44,N:483
L:0,I:8,T:32,D:a_leather_vest,Q:40,O:0,L:940,N:107
L:0,I:9,T:232,D:an_An_stone,Q:7,O:14,L:26,N:780
L:0,I:10,T:510,D:outofrange,Q:50,O:18,L:0,N:739
L:0,I:11,T:236,D:an_Ex_stone,Q:16,O:42,L:184,N:737
L:0,I:12,T:185,D:a_toadstool,Q:15,O:33,L:456,N:821
L:0,I:13,T:268,D:a_key,Q:59,O:42,L:42,N:691
L:0,I:14,T:316,D:a_scroll,Q:56,O:3,L:782,N:783
L:0,I:15,T:503,D:outofrange,Q:44,O:0,L:683,N:42
L:0,I:16,T:442,D:unknown,Q:17,O:33,L:832,N:820
L:0,I:17,T:138,D:a_gold_coffer,Q:34,O:34,L:152,N:784
L:0,I:18,T:318,D:a_scroll,Q:52,O:40,L:219,N:45
L:0,I:19,T:2,D:an_axe,Q:50,O:40,L:643,N:21
L:0,I:20,T:141,D:a_quiver,Q:40,O:3,L:992,N:767
L:0,I:21,T:32,D:a_leather_vest,Q:63,O:15,L:644,N:459
L:0,I:22,T:14,D:a_jeweled_mace,Q:56,O:3,L:763,N:31
L:0,I:23,T:36,D:mail_leggings_pairs_of_mail_leggings,Q:37,O:3,L:207,N:662
L:0,I:24,T:256,D:a_key,Q:7,O:0,L:464,N:11
L:0,I:25,T:142,D:a_bowl,Q:4,O:1,L:0,N:744
L:0,I:26,T:373,D:a_lever,Q:3,O:6,L:704,N:774
L:0,I:27,T:491,D:outofrange,Q:3,O:43,L:7,N:996
L:0,I:28,T:373,D:a_lever,Q:0,O:5,L:464,N:254
L:0,I:29,T:443,D:unknown,Q:4,O:0,L:471,N:40
L:0,I:30,T:192,D:a_plant,Q:45,O:3,L:712,N:468
L:0,I:31,T:392,D:a_door_trap,Q:59,O:15,L:462,N:867
L:0,I:32,T:395,D:a_delete_object_trap,Q:37,O:57,L:58,N:545
L:0,I:33,T:22,D:acid,Q:22,O:22,L:16,N:16
L:0,I:34,T:142,D:a_bowl,Q:43,O:50,L:691,N:558
L:0,I:35,T:511,D:outofrange,Q:55,O:31,L:973,N:839
L:0,I:36,T:397,D:a_set_variable_trap,Q:13,O:4,L:1020,N:470
L:0,I:37,T:1,D:a_battle_axe,Q:17,O:45,L:566,N:88
L:0,I:38,T:142,D:a_bowl,Q:51,O:34,L:29,N:928
L:0,I:39,T:511,D:outofrange,Q:46,O:38,L:512,N:318
L:0,I:40,T:84,D:a_mountainman_mountainmen,Q:0,O:51,L:59,N:928
L:0,I:41,T:185,D:a_toadstool,Q:32,O:51,L:699,N:1012
L:0,I:42,T:488,D:outofrange,Q:37,O:34,L:951,N:26
L:0,I:43,T:176,D:a_piece_of_meat_pieces_of_meat,Q:6,O:51,L:527,N:556
L:0,I:44,T:482,D:outofrange,Q:60,O:55,L:27,N:783
L:0,I:45,T:0,D:a_hand_axe,Q:1,O:43,L:27,N:5
L:0,I:46,T:6,D:a_broadsword,Q:0,O:8,L:928,N:464
L:0,I:47,T:407,D:unknown,Q:1,O:54,L:56,N:928
L:0,I:48,T:0,D:a_hand_axe,Q:48,O:42,L:742,N:130
L:0,I:49,T:488,D:outofrange,Q:6,O:15,L:702,N:404
L:0,I:50,T:0,D:a_hand_axe,Q:41,O:40,L:255,N:527
L:0,I:51,T:195,D:a_skull,Q:57,O:11,L:942,N:565
L:0,I:52,T:137,D:an_open_map_case,Q:38,O:22,L:77,N:556
L:0,I:53,T:472,D:outofrange,Q:10,O:11,L:782,N:834
L:0,I:54,T:100,D:a_ghost,Q:41,O:6,L:970,N:403
L:0,I:55,T:233,D:a_Bet_stone,Q:41,O:41,L:551,N:539
L:0,I:56,T:373,D:a_lever,Q:13,O:16,L:2,N:928
L:0,I:57,T:123,D:tybal,Q:14,O:57,L:565,N:122
L:0,I:58,T:5,D:a_longsword,Q:53,O:57,L:50,N:19
L:0,I:59,T:0,D:a_hand_axe,Q:17,O:5,L:2,N:929
L:0,I:60,T:160,D:a_coin,Q:0,O:5,L:640,N:471
L:0,I:61,T:386,D:a_arrow_trap,Q:9,O:37,L:573,N:218
L:0,I:62,T:3,D:a_dagger,Q:3,O:39,L:566,N:767
L:0,I:63,T:302,D:a_fountain,Q:24,O:1,L:457,N:242
L:0,I:64,T:255,D:a_Ylem_stone,Q:31,O:58,L:662,N:781
L:0,I:65,T:256,D:a_key,Q:51,O:51,L:840,N:804
L:0,I:66,T:116,D:a_deep_lurker,Q:54,O:24,L:514,N:676
L:0,I:67,T:350,D:a_nightstand,Q:62,O:13,L:2,N:568
L:0,I:68,T:371,D:a_switch,Q:16,O:0,L:0,N:246
L:0,I:69,T:233,D:a_Bet_stone,Q:3,O:6,L:27,N:0
L:0,I:70,T:457,D:a_fountain,Q:27,O:61,L:0,N:30
L:0,I:71,T:256,D:a_key,Q:5,O:41,L:610,N:219
L:0,I:72,T:10,D:a_shiny_sword,Q:40,O:44,L:1,N:765
L:0,I:73,T:46,D:a_helmet,Q:2,O:30,L:462,N:466
L:0,I:74,T:160,D:a_coin,Q:2,O:40,L:1007,N:521
L:0,I:75,T:255,D:a_Ylem_stone,Q:9,O:62,L:771,N:352
L:0,I:76,T:386,D:a_arrow_trap,Q:3,O:1,L:2,N:763
L:0,I:77,T:152,D:a_wand,Q:30,O:56,L:543,N:765
L:0,I:78,T:66,D:a_cave_bat,Q:14,O:0,L:432,N:736
L:0,I:79,T:257,D:a_lockpick,Q:15,O:15,L:794,N:914
L:0,I:80,T:199,D:some_vines_bunches_of_vines,Q:63,O:43,L:95,N:1023
L:0,I:81,T:51,D:unknownring1,Q:6,O:19,L:605,N:27
L:0,I:82,T:408,D:unknown,Q:62,O:24,L:1022,N:652
L:0,I:83,T:152,D:a_wand,Q:46,O:14,L:644,N:236
L:0,I:84,T:302,D:a_fountain,Q:24,O:63,L:820,N:722
L:0,I:85,T:344,D:a_table,Q:0,O:6,L:512,N:468
L:0,I:86,T:180,D:an_ear_of_corn_ears_of_corn,Q:27,O:13,L:236,N:457
L:0,I:87,T:33,D:a_mail_shirt,Q:53,O:41,L:523,N:969
L:0,I:88,T:325,D:a_door,Q:53,O:63,L:922,N:41
L:0,I:89,T:10,D:a_shiny_sword,Q:56,O:55,L:822,N:10
L:0,I:90,T:198,D:a_pile_of_bones_piles_of_bones,Q:63,O:27,L:739,N:207
L:0,I:91,T:286,D:a_resilient_sphere_some_resilient_spheres,Q:0,O:63,L:683,N:704
L:0,I:92,T:180,D:an_ear_of_corn_ears_of_corn,Q:58,O:0,L:720,N:342
L:0,I:93,T:374,D:a_pull_chain,Q:0,O:5,L:744,N:467
L:0,I:94,T:170,D:a_sceptre,Q:18,O:0,L:420,N:737
L:0,I:95,T:1,D:a_battle_axe,Q:41,O:50,L:928,N:523
L:0,I:96,T:343,D:a_shrine,Q:52,O:51,L:876,N:358
L:0,I:97,T:488,D:outofrange,Q:1,O:0,L:0,N:244
L:0,I:98,T:232,D:an_An_stone,Q:10,O:52,L:209,N:876
L:0,I:99,T:143,D:a_rune_bag,Q:40,O:50,L:708,N:91
L:0,I:100,T:186,D:a_bottle_of_ale_bottles_of_ale,Q:60,O:41,L:635,N:199
L:0,I:101,T:442,D:unknown,Q:33,O:30,L:56,N:199
L:0,I:102,T:85,D:a_green_lizardman_green_lizardmen,Q:38,O:5,L:284,N:552
L:0,I:103,T:133,D:an_open_box_open_boxes,Q:28,O:3,L:15,N:524
L:0,I:104,T:343,D:a_shrine,Q:43,O:7,L:124,N:803
L:0,I:105,T:176,D:a_piece_of_meat_pieces_of_meat,Q:48,O:6,L:120,N:498
L:0,I:106,T:232,D:an_An_stone,Q:50,O:62,L:506,N:840
L:0,I:107,T:357,D:a_gravestone,Q:13,O:58,L:874,N:135
